.wavelength	spc
650	8.54813943074039
658	9.7205119323239
666	10.1653188247859
674	11.6215685333051
682	12.7307756413805
690	14.071327997306
698	16.898272837508
706	19.8643307689672
714	23.5608491895264
722	24.0436618858527
730	21.1306437357862
738	9.17754242437275
746	0.354024965169664
754	0.218655612628723
762	1.18045444030463
770	2.95112925510381
778	4.54660722055894
786	7.71519039521448
794	9.72714442450828
802	8.12920665508958
810	8.58933853139088
818	8.44652297391457
826	8.68272272266171
834	9.56703202254631
842	10.3455237832434
850	10.4054180288123
858	11.1019074892786
866	15.0948317886432
874	15.8578585981683
882	10.4438230680083
890	9.64961792518001
898	9.70697813835501
906	7.9708763856668
914	7.54934756596407
922	8.61542170701102
930	9.68901804308128
938	10.9999113020433
946	13.2305797576129
954	14.3638614514312
962	13.7681198732566
970	13.5614202649939
978	12.6446462077758
986	12.588499026678
994	13.6123118007819
1002	16.4535747112372
1010	22.0981180276321
1018	19.6729900988875
1026	14.3703149573024
1034	16.7704825929173
1042	17.4420551480733
1050	16.6588697876993
1058	18.1976093896843
1066	21.5014663379715
1074	24.2775258803753
1082	24.5743793450458
1090	23.848302951198
1098	22.4477409941426
1106	20.671578954319
1114	21.2789917912904
1122	18.2062153956415
1130	13.9481700942092
1138	10.7714336058787
1146	7.42148478529553
1154	5.50757864622933
1162	5.88196575934789
1170	8.86442956183413
1178	8.47027156065971
1186	8.67608275100743
1194	11.8075277963725
1202	15.136351371069
1210	18.8953854933019
1218	22.8590746106605
1226	25.5546030748104
1234	25.2500853981782
1242	23.9180999852505
1250	23.7117692309783
1258	23.680175985656
1266	21.7781942492928
1274	19.6134429673593
1282	16.9024352572289
1290	13.67808081398
1298	9.22894094074348
1306	6.26634379055083
1314	4.40470442155181
1322	2.70764631784431
1330	1.92870828704504
1338	3.20195522292241
1346	2.06477570491167
1354	1.68362660634902
1362	3.76935246694518
1370	6.42518797868021
1378	4.93894880990955
1386	4.64789179535862
1394	5.94047183986247
1402	10.5968401078079
1410	10.0250829769655
1418	2.46558168663091
1426	1.81173157958757
1434	3.75087509640538
1442	5.91692972783449
1450	7.27865901261072
1458	5.47133714409499
1466	3.58180928298897
1474	2.00863840063809
1482	0.888947860534842
1490	0.766551289551813
1498	2.57013743373062
1506	3.83018327712381
1514	1.68870892494469
1522	2.00138245694806
1530	2.11072425246273
1538	2.22730411800434
1546	2.42360280518955
1554	2.55314853303386
1562	3.21192809717162
1570	4.13849803733727
1578	5.47843461510152
1586	3.59423675131579
1594	3.59808657729127
1602	4.17543407991083
1610	4.89928522000298
1618	5.00062622055968
1626	5.27561328892435
1634	5.91505068879232
1642	6.49662206458632
1650	7.46480389149232
1658	8.80297470113688
1666	9.82973179549411
1674	12.0522804255952
1682	14.26194438727
1690	17.7298822636969
1698	24.2149443087488
1706	28.4837145210684
1714	25.686855809251
1722	23.0679797214748
1730	17.1074425155426
1738	9.12563689343101
1746	3.69243582278467
1754	1.64711093872989
1762	1.06837762973124
1770	0.866639707549339
1778	0.702345014311931
1786	0.560045855628076
1794	0.519307131194616
1802	0.448936771603144
1810	0.448285328503133
1818	0.410349905649174
1826	0.440743325405009
1834	0.38238262090859
1842	0.257078629763797
1850	0.209047922120249
1858	0.190066389210841
1866	0.309350011570004
1874	0.174974057452104
1882	0.224799825132173
1890	0.290153987990951
1898	0.269989114938873
1906	0.235997785281839
1914	0.222471551636914
1922	0.236395649156798
1930	0.260312719038296
1938	0.587805702219143
1946	0.596220999727635
1954	0.600169673489418
1962	0.225339960344684
1970	0.132077523850878
1978	0.546028205991366
1986	0.289381066243411
1994	0.307110398589209
2002	0.0682685306898776
2010	0.150043006161596
2018	0.205149162897392
2026	0.411287936048769
2034	0.268894609212477
2042	0.351833783265707
2050	0.208336122271298
2058	0.355611577972795
2066	0.441312517045347
2074	0.708437923136543
2082	0.735984357956028
2090	0.696984619332525
2098	0.815416984837611
2106	0.898836703864589
2114	0.863236222037102
2122	1.01553140567214
2130	0.956683249426689
2138	0.783409305330466
2146	0.395879398682112
2154	0.104957730053247
2162	0.302898577842452
2170	0.836135269059341
2178	0.464620227494592
2186	0.556113668634069
2194	0.199231223242265
2202	0.828178016601726
2210	0.706997715956874
2218	0.801352037696176
2226	1.00919335335368
2234	1.00219740581186
2242	1.21812138038719
2250	1.3191757913892
2258	1.35568171773501
2266	1.3870574327114
2274	1.69910917786774
2282	1.91555343632322
2290	2.15131050878621
2298	2.09638915608589
2306	2.2165310977048
2314	2.31087864120178
2322	2.4124810458411
2330	2.30441238973154
2338	2.34339448494035
2346	2.34376105091641
2354	2.32112214161549
2362	2.43088589881728
2370	2.56032530065504
2378	2.84526504021481
2386	2.74284061476794
2394	2.74481201783506
2402	2.72935853350619
2410	2.74780320408999
2418	2.72783361898853
2426	2.78734309028417
2434	2.75434320082665
2442	2.73251777205083
2450	2.86845545312087
2458	2.99650853862063
2466	3.01201507870213
2474	2.89840294193529
2482	2.97066103020359
2490	3.09774377463329
2498	3.10446611352693
2506	3.16216461799732
2514	3.28270050211943
2522	3.3632389136115
2530	3.42852692154229
2538	3.45363693650572
2546	3.47785211824271
2554	3.47341818376874
2562	3.55007274485912
2570	3.67474768219633
2578	3.66420124427192
2586	3.75034544525893
2594	3.80491199117057
2602	3.89964239299657
2610	4.06686089474204
2618	4.10756801832142
2626	4.24947292309039
2634	4.3152347708787
2642	4.30856929636346
2650	4.34316871271236
2658	4.53213188960052
2666	4.47047934380312
2674	4.54596942391424
2682	4.53505010646607
2690	4.60946320326565
2698	4.68190511998478
2706	4.68837964841656
2714	4.80362920455258
2722	4.88401712116654
2730	4.97857156981863
2738	5.00461647119791
2746	5.11193471545573
2754	5.21351659909399
2762	5.33083398619985
2770	5.38553969146004
2778	5.50724999341735
2786	5.59968999416613
2794	5.68740767194583
2802	5.90095905023652
2810	6.0437906423864
2818	6.26835363225594
2826	6.57413909706477
2834	7.40410256668707
2842	9.58361072407101
2850	11.8173105359517
2858	10.2403554073393
2866	9.00965092554283
2874	9.08917597867352
2882	9.65633992019372
2890	10.6566752836303
2898	11.0824944336352
2906	12.1289472988782
2914	14.2605631147423
